Date,Failure.Rate,Temp,Cloud,Disc,Humidity,MaxTemp,MinTemp,Pressure,Rain,WindDir,WindSpeed,Temp5,Temp10,Temp15,Humidity5,Humidity10,Humidity15,Rain5,Rain10,Rain15,Rain-1,Rain-2,Rain-3,Rain-4,Rain-5,Rain2,Temp7,Humidity7,Rain7,Rain3,Temp2,Humidity2
1/1/2016,0,24.1,4,Sunny,57,28,22,1018,0,ESE,13,,,,,,,,,,,,,,,,,,,,,
1/2/2016,0,25,4,Sunny,63,28,22,1017,0,SSE,13,,,,,,,,,,0,,,,,0,,,,,24.55,60
1/3/2016,0.055555555555556,21,32,Moderate or heavy rain shower,65,23,20,1017,7.9,WSW,22,,,,,,,,,,0,0,,,,7.9,,,,7.9,23,64
1/4/2016,0.111111111111111,19.6,27,Patchy rain possible,63,23,19,1018,0,WSW,14,,,,,,,,,,7.9,0,0,,,7.9,,,,7.9,20.3,64
1/5/2016,0.055555555555556,19.6,19,Partly cloudy,55,23,20,1019,0,WSW,15,21.86,,,60.6,,,7.9,,,0,7.9,0,0,,0,,,,7.9,19.6,59
1/6/2016,0.333333333333333,20.9,8,Sunny,55,24,21,1018,0,W,22,21.22,,,60.2,,,7.9,,,0,0,7.9,0,0,0,,,,0,20.25,55
1/7/2016,0.111111111111111,20.2,5,Sunny,58,23,20,1019,0,W,14,20.26,,,59.2,,,7.9,,,0,0,0,7.9,0,0,,,,0,20.55,56.5
1/8/2016,0.055555555555556,20.5,0,Sunny,57,24,21,1020,0,WSW,8,20.16,,,57.6,,,0,,,0,0,0,0,7.9,0,21.48571429,59.42857143,7.9,0,20.35,57.5
1/9/2016,0.222222222222222,21.4,3,Sunny,57,25,21,1017,0,SSW,9,20.52,,,56.4,,,0,,,0,0,0,0,0,0,20.97142857,59.42857143,7.9,0,20.95,57
1/10/2016,0.055555555555556,22.5,27,Partly cloudy,57,25,20,1016,0,SW,12,21.1,21.48,,56.8,58.7,,0,7.9,,0,0,0,0,0,0,20.45714286,58.57142857,7.9,0,21.95,57
1/11/2016,0.055555555555556,21.2,3,Sunny,64,22,20,1019,0,WNW,12,21.16,21.19,,58.6,59.4,,0,7.9,,0,0,0,0,0,0,20.67142857,57.42857143,0,0,21.85,60.5
1/12/2016,0.111111111111111,20.1,5,Partly cloudy,61,24,18,1018,0,SW,7,21.14,20.7,,59.2,59.2,,0,7.9,,0,0,0,0,0,0,20.9,57.57142857,0,0,20.65,62.5
1/13/2016,0.055555555555556,20.6,44,Patchy light rain,68,21,20,1017,1.6,WSW,15,21.16,20.66,,61.4,59.5,,1.6,1.6,,0,0,0,0,0,1.6,20.97142857,58.42857143,0,1.6,20.35,64.5
1/14/2016,0.166666666666667,19.8,23,Partly cloudy,65,22,19,1017,0,W,11,20.84,20.68,,63,59.7,,1.6,1.6,,1.6,0,0,0,0,1.6,20.92857143,60.28571429,1.6,1.6,20.2,66.5
1/15/2016,0,19.6,0,Sunny,60,23,20,1017,0,W,8,20.26,20.68,21.07333333,63.6,60.2,60.33333333,1.6,1.6,9.5,0,1.6,0,0,0,0,20.87142857,61.28571429,1.6,1.6,19.7,62.5
1/16/2016,0,19.4,0,Sunny,60,23,20,1016,0,W,10,19.9,20.53,20.76,62.8,60.7,60.53333333,1.6,1.6,9.5,0,0,1.6,0,0,0,20.74285714,61.71428571,1.6,0,19.5,60
1/17/2016,0.111111111111111,20.1,2,Sunny,65,25,19,1015,0,SW,11,19.9,20.52,20.43333333,63.6,61.4,60.66666667,1.6,1.6,9.5,0,0,0,1.6,0,0,20.45714286,62.14285714,1.6,0,19.75,62.5
1/18/2016,0.111111111111111,21.6,0,Sunny,49,26,20,1016,0,NE,14,20.1,20.63,20.47333333,59.8,60.6,59.6,0,1.6,1.6,0,0,0,0,1.6,0,20.11428571,63.28571429,1.6,0,20.85,57
1/19/2016,0,21.9,0,Sunny,38,27,20,1016,0,ENE,9,20.52,20.68,20.62666667,54.4,58.7,57.93333333,0,1.6,1.6,0,0,0,0,0,0,20.17142857,61.14285714,1.6,0,21.75,43.5
1/20/2016,0.055555555555556,21.1,0,Sunny,45,26,22,1018,0,SW,8,20.82,20.54,20.72666667,51.4,57.5,57.26666667,0,1.6,1.6,0,0,0,0,0,0,20.42857143,57.85714286,1.6,0,21.5,41.5
1/21/2016,0.055555555555556,20.8,0,Sunny,52,24,21,1020,0,SW,7,21.1,20.5,20.72,49.8,56.3,57.06666667,0,1.6,1.6,0,0,0,0,0,0,20.5,54.57142857,0,0,20.95,48.5
1/22/2016,0.111111111111111,20.7,6,Sunny,64,24,21,1019,0,W,8,21.22,20.56,20.75333333,49.6,56.6,57.46666667,0,1.6,1.6,0,0,0,0,0,0,20.64285714,52.71428571,0,0,20.75,58
1/23/2016,0,19.9,8,Sunny,64,24,19,1018,0,WSW,7,20.88,20.49,20.71333333,52.6,56.2,57.93333333,0,0,1.6,0,0,0,0,0,0,20.8,53.28571429,0,0,20.3,64
1/24/2016,0.111111111111111,21.6,7,Sunny,54,25,20,1017,0,S,9,20.82,20.67,20.72666667,55.8,55.1,57.73333333,0,0,1.6,0,0,0,0,0,0,20.87142857,53.85714286,0,0,20.75,59
1/25/2016,0.111111111111111,22.5,5,Sunny,45,27,21,1015,0,SSW,10,21.1,20.96,20.72666667,55.8,53.6,56.93333333,0,0,1.6,0,0,0,0,0,0,21.08571429,52.28571429,0,0,22.05,49.5
1/26/2016,0,21.6,16,Partly cloudy,60,24,21,1015,0,W,13,21.26,21.18,20.75333333,57.4,53.6,56.66666667,0,0,1.6,0,0,0,0,0,0,21.21428571,51.71428571,0,0,22.05,52.5
1/27/2016,0,22.1,27,Partly cloudy,54,25,21,1014,0,W,9,21.54,21.38,20.88666667,55.4,52.5,56.2,0,0,1.6,0,0,0,0,0,0,21.17142857,54.85714286,0,0,21.85,57
1/28/2016,0,21.7,25,Partly cloudy,54,23,21,1016,0,WNW,21,21.9,21.39,20.96,53.4,53,55.26666667,0,0,0,0,0,0,0,0,0,21.31428571,56.14285714,0,0,21.9,54
1/29/2016,0.111111111111111,18.4,18,Partly cloudy,58,19,18,1020,0.3,WNW,30,21.26,21.04,20.86666667,54.2,55,54.8,0.3,0.3,0,0,0,0,0,0,0.3,21.44285714,56.42857143,0,0.3,20.05,56
1/30/2016,0.166666666666667,18.3,71,Light rain shower,65,19,17,1022,1.8,W,23,20.42,20.76,20.78,58.2,57,55.13333333,2.1,2.1,0.3,0.3,0,0,0,0,2.1,21.11428571,55.57142857,0.3,2.1,18.35,61.5
1/31/2016,0.055555555555556,18.5,22,Partly cloudy,56,22,18,1022,0,WNW,13,19.8,20.53,20.72,57.4,57.4,54.86666667,2.1,2.1,2.1,1.8,0.3,0,0,0,1.8,20.88571429,55.71428571,2.1,2.1,18.4,60.5
2/1/2016,0.111111111111111,18.8,0,Sunny,51,22,19,1021,0,WNW,11,19.14,20.34,20.63333333,56.8,56.1,53.93333333,2.1,2.1,2.1,0,1.8,0.3,0,0,0,20.44285714,56,2.1,1.8,18.65,53.5
2/2/2016,0.277777777777778,18.4,0,Sunny,57,22,18,1020,0,W,9,18.48,20.19,20.42,57.4,55.4,54.46666667,2.1,2.1,2.1,0,0,1.8,0.3,0,0,19.91428571,56.85714286,2.1,0,18.6,54
2/3/2016,0.166666666666667,18.9,1,Sunny,58,22,19,1019,0,WSW,9,18.58,19.92,20.22,57.4,55.8,55.8,1.8,2.1,2.1,0,0,0,1.8,0.3,0,19.45714286,56.42857143,2.1,0,18.65,57.5
2/4/2016,0.277777777777778,20.4,3,Sunny,53,24,20,1019,0,WNW,15,19,19.71,20.17333333,55,56.6,56.33333333,0,2.1,2.1,0,0,0,0,1.8,0,19,57,2.1,0,19.65,55.5
2/5/2016,0.222222222222222,20.4,0,Sunny,47,24,19,1022,0,S,11,19.38,19.59,20.14666667,53.2,55.3,56,0,2.1,2.1,0,0,0,0,0,0,18.81428571,56.85714286,2.1,0,20.4,50
2/6/2016,0.111111111111111,19.7,0,Sunny,49,24,19,1018,0,NW,10,19.56,19.35,20.08,52.8,54.8,55,0,2.1,2.1,0,0,0,0,0,0,19.1,55.28571429,1.8,0,20.05,48
2/7/2016,0.166666666666667,19.7,0,Sunny,50,24,19,1016,0,W,7,19.82,19.15,20.06666667,51.4,54.4,54.06666667,0,2.1,2.1,0,0,0,0,0,0,19.3,53,0,0,19.7,49.5
2/8/2016,0,21.7,1,Sunny,43,25,20,1016,0,SSE,9,20.38,19.48,20.07333333,48.4,52.9,53.33333333,0,1.8,2.1,0,0,0,0,0,0,19.47142857,52.14285714,0,0,20.7,46.5
2/9/2016,0.222222222222222,20.1,5,Sunny,49,23,20,1016,0,WSW,18,20.32,19.66,19.91333333,47.6,51.3,53.6,0,0,2.1,0,0,0,0,0,0,19.88571429,51,0,0,20.9,46
2/10/2016,0.055555555555556,19.8,0,Sunny,58,22,18,1017,0,W,11,20.2,19.79,19.79333333,49.8,51.5,53.46666667,0,0,2.1,0,0,0,0,0,0,20.12857143,49.85714286,0,0,19.95,53.5
2/11/2016,0.111111111111111,20,4,Sunny,62,22,19,1015,0,W,12,20.26,19.91,19.65333333,52.4,52.6,54,0,0,2.1,0,0,0,0,0,0,20.25714286,49.85714286,0,0,19.9,60
2/12/2016,0.333333333333333,20.1,1,Sunny,62,22,19,1016,0,W,22,20.34,20.08,19.54666667,54.8,53.1,54.53333333,0,0,2.1,0,0,0,0,0,0,20.2,51.14285714,0,0,20.05,62
2/13/2016,0.333333333333333,19.5,7,Sunny,64,23,18,1018,0,W,10,19.9,20.14,19.62,59,53.7,54.93333333,0,0,1.8,0,0,0,0,0,0,20.15714286,53.28571429,0,0,19.8,63
2/14/2016,0.111111111111111,20.1,3,Sunny,65,23,19,1018,0,W,9,19.9,20.11,19.74,62.2,54.9,54.93333333,0,0,0,0,0,0,0,0,0,20.12857143,55.42857143,0,0,19.8,64.5
2/15/2016,0.277777777777778,20.4,1,Sunny,65,23,20,1019,0,W,9,20.02,20.11,19.86666667,63.6,56.7,55.53333333,0,0,0,0,0,0,0,0,0,20.18571429,57.57142857,0,0,20.25,65
2/16/2016,0.166666666666667,20,1,Sunny,62,23,20,1018,0,W,8,20.02,20.14,19.94666667,63.6,58,56.26666667,0,0,0,0,0,0,0,0,0,20,60.71428571,0,0,20.2,63.5
2/17/2016,0.111111111111111,19.9,8,Patchy light rain with thunder,61,24,19,1018,2.7,E,8,19.98,20.16,20.04666667,63.4,59.1,56.53333333,2.7,2.7,0,0,0,0,0,0,2.7,19.98571429,62.57142857,0,2.7,19.95,61.5
2/18/2016,0.111111111111111,21.3,10,Sunny,52,24,20,1017,0,SSE,13,20.34,20.12,20.20666667,61,60,56.13333333,2.7,2.7,2.7,2.7,0,0,0,0,2.7,20,63,2.7,2.7,20.6,56.5
2/19/2016,0.222222222222222,20.5,0,Sunny,60,24,21,1019,0,WNW,11,20.42,20.16,20.21333333,60,61.1,56.6,2.7,2.7,2.7,0,2.7,0,0,0,0,20.18571429,61.57142857,2.7,2.7,20.9,56
2/20/2016,0,20.8,0,Sunny,52,24,19,1019,0,WSW,10,20.5,20.26,20.24,57.4,60.5,56.93333333,2.7,2.7,2.7,0,0,2.7,0,0,0,20.24285714,61.28571429,2.7,0,20.65,56
2/21/2016,0.055555555555556,22.1,0,Sunny,51,26,20,1018,0,WSW,7,20.92,20.47,20.4,55.2,59.4,57.06666667,2.7,2.7,2.7,0,0,0,2.7,0,0,20.42857143,59.57142857,2.7,0,21.45,51.5
2/22/2016,0.055555555555556,24.3,0,Sunny,48,29,21,1017,0,NE,11,21.8,20.89,20.70666667,52.6,58,56.93333333,0,2.7,2.7,0,0,0,0,2.7,0,20.71428571,57.57142857,2.7,0,23.2,49.5
2/23/2016,0.111111111111111,25.8,6,Partly cloudy,38,29,23,1016,0.1,ENE,11,22.7,21.52,20.98,49.8,55.4,56.6,0.1,2.8,2.7,0,0,0,0,0,0.1,21.27142857,55.14285714,2.7,0.1,25.05,43
2/24/2016,0.166666666666667,27.5,20,Patchy rain possible,44,29,25,1014,2.8,SW,8,24.1,22.26,21.47333333,46.6,53.3,56.26666667,2.9,5.6,2.8,0.1,0,0,0,0,2.9,22.1,51.71428571,2.8,2.9,26.65,41
2/25/2016,0.222222222222222,24.2,5,Patchy light rain with thunder,62,27,23,1013,1.9,W,14,24.78,22.64,21.76666667,48.6,53,56.53333333,4.8,7.5,5.6,2.8,0.1,0,0,0,4.7,23.18571429,49.28571429,2.9,4.8,25.85,53
2/26/2016,0.055555555555556,22.4,10,Patchy rain possible,63,26,21,1016,1.1,W,11,24.84,22.88,21.92666667,51,53.1,56.6,5.9,8.6,7.5,1.9,2.8,0.1,0,0,3,23.6,50.71428571,4.8,5.8,23.3,62.5
2/27/2016,0,24.6,7,Sunny,56,27,22,1017,0,WNW,9,24.9,23.35,22.22666667,52.6,52.6,56.2,5.9,5.9,8.6,1.1,1.9,2.8,0.1,0,1.1,23.87142857,51.14285714,5.9,3,23.5,59.5
2/28/2016,0,25.6,17,Light rain shower,56,28,24,1017,1.7,WSW,9,24.86,23.78,22.63333333,56.2,53,55.66666667,7.5,7.6,8.6,0,1.1,1.9,2.8,0.1,1.7,24.41428571,51.71428571,5.9,2.8,25.1,56
2/29/2016,0.055555555555556,25.1,27,Partly cloudy,54,27,24,1016,0,SSW,11,24.38,24.24,22.96666667,58.2,52.4,54.93333333,4.7,7.6,10.3,1.7,0,1.1,1.9,2.8,1.7,24.91428571,52.42857143,7.6,1.7,25.35,55
3/1/2016,0.055555555555556,22.3,2,Sunny,65,25,22,1015,0,W,18,24,24.39,23.09333333,58.8,53.7,54.93333333,2.8,7.6,10.3,0,1.7,0,1.1,1.9,0,25.02857143,53.28571429,7.6,1.7,23.7,59.5
3/2/2016,0.111111111111111,21.6,0,Sunny,53,25,21,1014,0,SW,9,23.84,24.34,23.2,56.8,53.9,54.33333333,1.7,7.6,10.3,0,0,1.7,0,1.1,0,24.52857143,57.14285714,7.5,0,21.95,59
3/3/2016,0.388888888888889,24.2,2,Sunny,52,27,21,1015,0,ENE,16,23.76,24.33,23.48666667,56,54.3,53.73333333,1.7,7.6,7.6,0,0,0,1.7,0,0,23.68571429,58.42857143,4.7,0,22.9,52.5
3/4/2016,0,24.4,22,Partly cloudy,57,27,22,1015,0,E,12,23.52,24.19,23.69333333,56.2,56.2,54.06666667,0,7.5,7.6,0,0,0,0,1.7,0,23.68571429,57,2.8,0,24.3,54.5
3/5/2016,0.166666666666667,25.1,12,Patchy rain possible,55,28,23,1012,0.4,SSE,11,23.52,23.95,24,56.4,57.3,53.73333333,0.4,5.1,7.6,0,0,0,0,0,0.4,23.97142857,56.14285714,1.7,0.4,24.75,56
3/6/2016,0.166666666666667,25.2,6,Sunny,54,28,24,1010,0,SSE,10,24.1,24.05,24.29333333,54.2,56.5,53.86666667,0.4,3.2,8,0.4,0,0,0,0,0.4,24.04285714,56,2.1,0.4,25.15,54.5
3/7/2016,0,25.1,13,Patchy rain possible,57,28,24,1011,1.7,SSW,11,24.8,24.32,24.49333333,55,55.9,54.26666667,2.1,3.8,8,0,0.4,0,0,0,1.7,23.98571429,55.71428571,0.4,2.1,25.15,55.5
3/8/2016,0.111111111111111,24.4,18,Patchy light rain with thunder,59,28,24,1011,5.7,SE,8,24.84,24.3,24.5,56.4,56.2,55,7.8,9.5,9.7,1.7,0,0.4,0,0,7.4,23.98571429,56.14285714,2.1,7.4,24.75,58
3/9/2016,0.5,21.3,38,Moderate or heavy rain shower,66,27,24,1011,8.9,SSE,11,24.22,23.87,24.2,58.2,57.2,56.86666667,16.7,16.7,15.3,5.7,1.7,0,0.4,0,14.6,24.28571429,55.28571429,7.8,16.3,22.85,62.5
3/10/2016,0.5,22.9,13,Patchy rain possible,67,25,22,1012,0.2,W,13,23.78,23.65,23.89333333,60.6,58.5,58.4,16.5,16.9,21.4,8.9,5.7,1.7,0,0.4,9.1,24.24285714,57.14285714,16.7,14.8,22.1,66.5
3/11/2016,0.277777777777778,22.3,7,Partly cloudy,63,26,22,1014,0,WSW,12,23.2,23.65,23.76666667,62.4,58.3,58.46666667,16.5,16.9,19.7,0.2,8.9,5.7,1.7,0,0.2,24.05714286,59.28571429,16.9,9.1,22.6,65
3/12/2016,0.222222222222222,24.1,5,Patchy rain possible,52,27,22,1012,0.4,WSW,10,23,23.9,23.88,61.4,58.2,57.73333333,15.2,17.3,18.6,0,0.2,8.9,5.7,1.7,0.4,23.75714286,60.14285714,16.9,0.6,23.2,57.5
3/13/2016,0.222222222222222,24.1,4,Sunny,57,28,23,1012,0,WSW,15,22.94,23.89,23.84666667,61,58.7,57.8,9.5,17.3,19,0.4,0,0.2,8.9,5.7,0.4,23.61428571,59.71428571,16.9,0.4,24.1,54.5
3/14/2016,0.222222222222222,24.1,17,Patchy rain possible,57,27,23,1012,0.4,WSW,15,23.5,23.86,23.74666667,59.2,58.7,57.86666667,1,17.7,17.3,0,0.4,0,0.2,8.9,0.4,23.45714286,60.14285714,16.9,0.8,24.1,57
3/15/2016,0.333333333333333,26.1,23,Sunny,60,28,24,1011,0,SW,11,24.14,23.96,23.81333333,57.8,59.2,58.26666667,0.8,17.3,17.7,0.4,0,0.4,0,0.2,0.4,23.31428571,60.14285714,15.6,0.4,25.1,58.5
3/16/2016,0.277777777777778,25.2,38,Partly cloudy,57,27,25,1012,0.4,WNW,17,24.72,23.96,24.00666667,56.6,59.5,57.73333333,1.2,17.7,17.7,0,0.4,0,0.4,0,0.4,23.55714286,60.28571429,9.9,0.8,25.65,58.5
3/17/2016,0.055555555555556,24.4,56,Partly cloudy,52,28,25,1012,0.6,W,17,24.78,23.89,24.19333333,56.6,59,57.66666667,1.4,16.6,18.1,0.4,0,0.4,0,0.4,1,24.11428571,59,1.4,1,24.8,54.5
3/18/2016,0.111111111111111,24.4,12,Partly cloudy,51,27,23,1013,0.1,W,21,24.84,23.89,24.20666667,55.4,58.2,57.6,1.5,11,18.7,0.6,0.4,0,0.4,0,0.7,24.32857143,56.85714286,1.8,1.1,24.4,51.5
3/19/2016,0,23.6,5,Sunny,52,27,23,1014,0,W,21,24.74,24.12,24.15333333,54.4,56.8,57.26666667,1.1,2.1,18.8,0.1,0.6,0.4,0,0.4,0.1,24.62857143,55.14285714,1.9,0.7,24,51.5
3/20/2016,0.166666666666667,23.6,2,Sunny,54,27,23,1015,0,WSW,17,24.24,24.19,24.05333333,53.2,55.5,57.2,1.1,1.9,18.4,0,0.1,0.6,0.4,0,0,24.55714286,55.14285714,1.5,0.1,23.6,53
3/21/2016,0.277777777777778,26.5,4,Sunny,50,28,23,1014,0,WNW,7,24.5,24.61,24.14,51.8,54.2,56.93333333,0.7,1.9,18.4,0,0,0.1,0.6,0.4,0,24.48571429,54.71428571,1.5,0,25.05,52
3/22/2016,0.166666666666667,24.4,46,Light rain shower,60,27,23,1013,4,SSW,24,24.5,24.64,24.09333333,53.4,55,57.13333333,4.1,5.5,16.7,0,0,0,0.1,0.6,4,24.82857143,53.71428571,1.1,4,25.45,55
3/23/2016,0.222222222222222,24.4,7,Patchy light rain with thunder,64,26,24,1013,1.3,W,15,24.5,24.67,24.09333333,56,55.7,57.46666667,5.3,6.8,15,4,0,0,0,0.1,5.3,24.58571429,53.71428571,5.1,5.3,24.4,62
3/24/2016,0.277777777777778,23.2,0,Sunny,52,26,22,1016,0,W,16,24.42,24.58,24.22,56,55.2,56.53333333,5.3,6.4,7.4,1.3,4,0,0,0,1.3,24.47142857,54.71428571,6,5.3,23.8,58
3/25/2016,0.055555555555556,23.1,3,Sunny,52,27,24,1018,0,SW,9,24.32,24.28,24.23333333,55.6,54.4,55.53333333,5.3,6.4,7.2,0,1.3,4,0,0,0,24.3,54.71428571,5.4,1.3,23.15,52
3/26/2016,0.111111111111111,25.2,2,Sunny,53,28,24,1016,0,S,10,24.06,24.28,24.42666667,56.2,54,54.86666667,5.3,6,7.2,0,0,1.3,4,0,0,24.11428571,54.85714286,5.3,0,24.15,52.5
3/27/2016,0,26.9,21,Cloudy,45,31,25,1014,0,SSE,11,24.56,24.53,24.61333333,53.2,53.3,54.4,1.3,5.4,6.8,0,0,0,1.3,4,0,24.34285714,55,5.3,0,26.05,49
3/28/2016,0.111111111111111,29.3,32,Cloudy,39,32,27,1012,1.9,SE,15,25.54,25.02,24.96,48.2,52.1,53.2,1.9,7.2,6.8,0,0,0,0,1.3,1.9,24.81428571,53.71428571,5.3,1.9,28.1,42
3/29/2016,0,30.9,7,Patchy rain possible,45,33,27,1011,1.1,SE,12,27.08,25.75,25.41333333,46.8,51.4,52.4,3,8.3,8.3,1.9,0,0,0,0,3,25.21428571,52.14285714,7.2,3,30.1,42
3/30/2016,0.166666666666667,29.2,13,Sunny,51,32,26,1010,0,SW,24,28.3,26.31,25.62,46.6,51.1,51.8,3,8.3,9.4,1.1,1.9,0,0,0,1.1,26.14285714,50,4.3,3,30.05,48
3/31/2016,0.111111111111111,26.8,50,Partly cloudy,67,29,25,1011,0,WNW,14,28.62,26.34,25.72666667,49.4,52.8,52.46666667,3,8.3,9,0,1.1,1.9,0,0,0,26.82857143,48.14285714,3,1.1,28,59
4/1/2016,0.055555555555556,21.6,60,Light drizzle,60,25,23,1012,1.7,W,22,27.56,26.06,25.54,52.4,52.8,53,4.7,6,8.4,0,0,1.1,1.9,0,1.7,27.34285714,50.28571429,3,1.7,24.2,63.5
4/2/2016,0.055555555555556,22.7,37,Cloudy,49,25,23,1014,0,W,27,26.24,25.89,25.42666667,54.4,51.3,52.86666667,2.8,4.7,10,1.7,0,0,1.1,1.9,1.7,27.12857143,51.42857143,4.7,1.7,22.15,54.5
4/3/2016,0,22.4,13,Partly cloudy,49,25,22,1016,0,W,16,24.54,25.81,25.34666667,55.2,51,52.66666667,1.7,4.7,10,0,1.7,0,0,1.1,0,26.77142857,50.85714286,4.7,1.7,22.55,49
4/4/2016,0,21.6,58,Cloudy,49,25,22,1014,0,W,18,23.02,25.66,25.21333333,54.8,50.7,52.33333333,1.7,4.7,10,0,0,1.7,0,0,0,26.12857143,51.42857143,4.7,0,22,49
4/5/2016,0.055555555555556,23.2,4,Sunny,53,27,22,1011,0,WSW,18,22.3,25.46,24.99333333,52,50.7,52.53333333,1.7,4.7,10,0,0,0,1.7,0,0,25.02857143,52.85714286,2.8,0,22.4,51
4/6/2016,0.222222222222222,26.4,4,Sunny,53,28,23,1011,0,W,9,23.26,25.41,25.12666667,50.6,51.5,52.06666667,0,4.7,6,0,0,0,0,1.7,0,23.92857143,54,1.7,0,24.8,53
4/7/2016,0.222222222222222,28.3,6,Sunny,47,30,25,1010,0.2,WSW,8,24.38,25.31,25.38666667,50.2,52.3,50.93333333,0.2,3,4.7,0,0,0,0,0,0.2,23.52857143,54.28571429,1.7,0.2,27.35,50
4/8/2016,0.111111111111111,28.7,18,Partly cloudy,51,30,26,1009,0,WSW,10,25.64,25.09,25.75333333,50.6,52.9,50.86666667,0.2,1.9,4.9,0.2,0,0,0,0,0.2,23.74285714,51.42857143,1.9,0.2,28.5,49
4/9/2016,0,27.4,3,Sunny,53,30,26,1010,0,WSW,15,26.8,24.91,26.04,51.4,53.1,50.93333333,0.2,1.9,4.9,0,0.2,0,0,0,0,24.75714286,50.14285714,0.2,0.2,28.05,52
4/10/2016,0,27.4,1,Sunny,49,30,25,1013,0,WSW,12,27.64,24.97,26.18666667,50.6,51.3,50.66666667,0.2,1.9,4.9,0,0,0.2,0,0,0,25.42857143,50.71428571,0.2,0,27.4,51
4/11/2016,0.166666666666667,27.5,0,Sunny,42,30,25,1012,0,W,9,27.86,25.56,26.22666667,48.4,49.5,50.46666667,0.2,0.2,4.9,0,0,0,0.2,0,0,26.14285714,50.71428571,0.2,0,27.45,45.5
4/12/2016,0,29.3,3,Sunny,40,32,27,1010,0,SSW,11,28.06,26.22,26.22666667,47,48.6,50.53333333,0,0.2,3,0,0,0,0,0.2,0,26.98571429,49.71428571,0.2,0,28.4,41
4/13/2016,0.111111111111111,30.2,28,Patchy rain possible,49,32,26,1009,0.1,SSW,15,28.36,27,26.18,46.6,48.6,50.8,0.1,0.3,1.9,0,0,0,0,0,0.1,27.85714286,47.85714286,0.2,0.1,29.75,44.5
4/14/2016,0.222222222222222,29.2,51,Patchy rain possible,50,31,26,1009,0.1,SW,14,28.72,27.76,26.18,46,48.7,50.73333333,0.2,0.4,2,0.1,0,0,0,0,0.2,28.4,47.28571429,0.3,0.2,29.7,49.5
4/15/2016,0.166666666666667,27.2,28,Patchy rain possible,50,31,25,1009,0,WSW,14,28.68,28.16,26.20666667,46.2,48.4,49.6,0.2,0.4,2.1,0.1,0.1,0,0,0,0.1,28.52857143,47.71428571,0.2,0.2,28.2,50
4/16/2016,0.055555555555556,26.7,37,Patchy rain possible,45,32,25,1010,0,SW,12,28.52,28.19,26.54666667,46.8,47.6,48.6,0.2,0.4,0.4,0,0.1,0.1,0,0,0,28.31428571,47.57142857,0.2,0.1,26.95,47.5
4/17/2016,0.166666666666667,24.7,16,Sunny,46,32,26,1009,0,SW,14,27.6,27.83,26.68,48,47.5,48.4,0.2,0.2,0.4,0,0,0.1,0.1,0,0,28.21428571,46.42857143,0.2,0,25.7,45.5
4/18/2016,0.166666666666667,25.6,34,Patchy rain possible,50,32,26,1008,0,WSW,15,26.68,27.52,26.89333333,48.2,47.4,48.46666667,0.1,0.2,0.4,0,0,0,0.1,0.1,0,27.82857143,46,0.2,0,25.15,48
4/19/2016,0.111111111111111,26.6,32,Patchy rain possible,50,31,26,1008,0,WSW,16,26.16,27.44,27.22666667,48.2,47.1,48.53333333,0,0.2,0.4,0,0,0,0,0.1,0,27.55714286,47.14285714,0.2,0,26.1,50
4/20/2016,0.055555555555556,26.3,17,Patchy rain possible,50,31,25,1008,0,WSW,17,25.98,27.33,27.43333333,48.2,47.2,48.33333333,0,0.2,0.4,0,0,0,0,0,0,27.17142857,48.57142857,0.2,0,26.45,50
4/21/2016,0.111111111111111,25.9,2,Sunny,52,30,25,1012,0,W,15,25.82,27.17,27.4,49.6,48.2,48.26666667,0,0.2,0.4,0,0,0,0,0,0,26.61428571,48.71428571,0.1,0,26.1,51
4/22/2016,0.055555555555556,26.1,0,Sunny,53,30,25,1011,0,WSW,17,26.1,26.85,27.25333333,51,49.5,48.66666667,0,0.2,0.2,0,0,0,0,0,0,26.14285714,49,0,0,26,52.5
4/23/2016,0.166666666666667,27.1,6,Sunny,50,31,25,1009,0,WSW,13,26.4,26.54,27.14666667,51,49.6,48.6,0,0.1,0.2,0,0,0,0,0,0,25.98571429,49.42857143,0,0,26.6,51.5
4/24/2016,0.277777777777778,28.1,30,Partly cloudy,43,31,26,1007,1.9,SW,10,26.7,26.43,27.19333333,49.6,48.9,47.93333333,1.9,1.9,0.2,0,0,0,0,0,1.9,26.04285714,50.14285714,0,1.9,27.6,46.5
4/25/2016,0.166666666666667,29.1,0,Sunny,43,31,28,1006,0,WSW,9,27.26,26.62,27.30666667,48.2,48.2,47.53333333,1.9,1.9,2.1,1.9,0,0,0,0,1.9,26.52857143,49.71428571,1.9,1.9,28.6,43
4/26/2016,0.055555555555556,29.2,0,Sunny,43,33,28,1008,0,SSW,10,27.92,26.87,27.42,46.4,48,47.6,1.9,1.9,2.1,0,1.9,0,0,0,0,27.02857143,48.71428571,1.9,1.9,29.15,43
4/27/2016,0.111111111111111,31.1,0,Sunny,40,35,28,1009,0,SW,12,28.92,27.51,27.54,43.8,47.4,47.6,1.9,1.9,2.1,0,0,1.9,0,0,0,27.4,47.71428571,1.9,0,30.15,41.5
4/28/2016,0.333333333333333,33.7,6,Sunny,36,36,29,1008,0,SSW,10,30.24,28.32,27.77333333,41,46,46.73333333,1.9,1.9,2,0,0,0,1.9,0,0,28.08571429,46.28571429,1.9,0,32.4,38
